2018-05-22 15:52:20:581 INFO  CryptoTest:15 - ETHBTC
2018-05-25 10:19:51:976 INFO  Algoritmo:98 - Price: 2362.6564834406036 MN: 63028.243338656044 CR: 2.368646193906713
2018-05-25 10:19:51:976 INFO  Algoritmo:98 - Price: 1258.4743725562694 MN: 63867.68793170764 CR: 2.013349264820706
2018-05-25 10:19:51:976 INFO  Algoritmo:98 - Price: 1780.0162793428353 MN: 63867.68793170764 CR: 2.013349264820706
2018-05-25 10:19:51:977 INFO  Algoritmo:98 - Price: 2347.8125533522098 MN: 63867.68793170764 CR: 2.013349264820706
2018-05-25 10:19:51:977 INFO  Algoritmo:98 - Price: 2402.8164943085612 MN: 63867.68793170764 CR: 2.013349264820706
2018-05-25 10:19:51:977 INFO  Algoritmo:98 - Price: 899.650766706953 MN: 63867.68793170764 CR: 2.013349264820706
2018-05-25 10:19:51:978 INFO  Algoritmo:98 - Price: 1442.8089880402779 MN: 63417.86254835416 CR: 2.513349264820706
2018-05-25 10:19:51:978 INFO  Algoritmo:98 - Price: 1508.2853636352206 MN: 63417.86254835416 CR: 2.513349264820706
2018-05-25 10:19:51:978 INFO  Algoritmo:98 - Price: 163.03263898121227 MN: 63417.86254835416 CR: 2.513349264820706
2018-05-25 10:19:51:978 INFO  Algoritmo:98 - Price: 1916.6044760154443 MN: 63336.34622886356 CR: 3.013349264820706
2018-05-25 10:19:51:979 INFO  Algoritmo:98 - Price: 1078.3284967594534 MN: 64202.656032176536 CR: 2.5613468750976
2018-05-25 10:19:51:979 INFO  Algoritmo:98 - Price: 19.785074805559745 MN: 64202.656032176536 CR: 2.5613468750976
2018-05-25 10:19:51:979 INFO  Algoritmo:98 - Price: 1650.7444023148203 MN: 64192.76349477375 CR: 3.0613468750976
2018-05-25 10:19:51:980 INFO  Algoritmo:98 - Price: 610.7229913690454 MN: 64950.788677415454 CR: 2.60214484383296
2018-05-25 10:19:51:980 INFO  Algoritmo:98 - Price: 2438.0571543338788 MN: 64645.427181730935 CR: 3.10214484383296
2018-05-25 10:19:51:980 INFO  Algoritmo:98 - Price: 1791.6182322100956 MN: 65779.90814627397 CR: 2.636823117258016
2018-05-25 10:19:51:980 INFO  Algoritmo:98 - Price: 2029.7920850551438 MN: 65779.90814627397 CR: 2.636823117258016
2018-05-25 10:19:51:981 INFO  Algoritmo:98 - Price: 926.4028888854778 MN: 65779.90814627397 CR: 2.636823117258016
2018-05-25 10:19:51:981 INFO  Algoritmo:98 - Price: 1063.7031634568598 MN: 65779.90814627397 CR: 2.636823117258016
2018-05-25 10:19:51:981 INFO  Algoritmo:98 - Price: 2129.5283640558127 MN: 65779.90814627397 CR: 2.636823117258016
2018-05-25 10:19:51:981 INFO  Algoritmo:98 - Price: 2123.971353285802 MN: 66622.18658915382 CR: 2.2412996496693136
2018-05-25 10:19:51:982 INFO  Algoritmo:98 - Price: 1892.9610479592188 MN: 66622.18658915382 CR: 2.2412996496693136
2018-05-25 10:19:51:982 INFO  Algoritmo:98 - Price: 699.2343543315008 MN: 66622.18658915382 CR: 2.2412996496693136
2018-05-25 10:19:51:982 INFO  Algoritmo:98 - Price: 1274.0763716508764 MN: 66272.56941198806 CR: 2.7412996496693136
2018-05-25 10:19:51:982 INFO  Algoritmo:98 - Price: 2419.3887828198654 MN: 66272.56941198806 CR: 2.7412996496693136
2018-05-25 10:19:51:983 INFO  Algoritmo:98 - Price: 1870.5567175930435 MN: 66272.56941198806 CR: 2.7412996496693136
2018-05-25 10:19:51:983 INFO  Algoritmo:98 - Price: 391.87512774321533 MN: 66272.56941198806 CR: 2.7412996496693136
2018-05-25 10:19:51:983 INFO  Algoritmo:98 - Price: 1526.5171212369032 MN: 66076.63184811646 CR: 3.2412996496693136
2018-05-25 10:19:51:983 INFO  Algoritmo:98 - Price: 244.40519754823754 MN: 66818.81675965837 CR: 2.7551047022189166
2018-05-25 10:19:51:984 INFO  Algoritmo:98 - Price: 1068.0961834290913 MN: 66696.61416088424 CR: 3.2551047022189166
2018-05-25 10:19:51:984 INFO  Algoritmo:98 - Price: 1426.918589726069 MN: 67218.12889724957 CR: 2.766838996886079
2018-05-25 10:19:51:984 INFO  Algoritmo:98 - Price: 1491.91177817235 MN: 67218.12889724957 CR: 2.766838996886079
2018-05-25 10:19:51:984 INFO  Algoritmo:98 - Price: 1882.614369534852 MN: 67218.12889724957 CR: 2.766838996886079
2018-05-25 10:19:51:985 INFO  Algoritmo:98 - Price: 600.4083413000144 MN: 67218.12889724957 CR: 2.766838996886079
2018-05-25 10:19:51:985 INFO  Algoritmo:98 - Price: 1419.4283055511783 MN: 66917.92472659957 CR: 3.266838996886079
2018-05-25 10:19:51:985 INFO  Algoritmo:98 - Price: 932.5939170934097 MN: 67613.48128787834 CR: 2.776813147353167
2018-05-25 10:19:51:985 INFO  Algoritmo:98 - Price: 1279.0897806334258 MN: 67613.48128787834 CR: 2.776813147353167
2018-05-25 10:19:51:986 INFO  Algoritmo:98 - Price: 104.42096784196414 MN: 67613.48128787834 CR: 2.776813147353167
2018-05-25 10:19:51:986 INFO  Algoritmo:98 - Price: 642.2510371685031 MN: 67561.27080395736 CR: 3.276813147353167
2018-05-25 10:34:24:150 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:24:337 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:24:521 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:24:699 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:24:882 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:058 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:238 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:414 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:603 INFO  Algoritmo:98 - Price: 7460.0 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:783 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:34:25:968 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:26:142 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:26:330 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:26:513 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:26:712 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:26:891 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:27:107 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:27:308 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:27:495 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:34:27:673 INFO  Algoritmo:98 - Price: 7459.99 MN: 53450.0 CR: 5.0
2018-05-25 10:35:01:446 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:01:632 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:01:814 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:01:995 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:02:171 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:02:369 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:02:557 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:02:735 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:02:919 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:03:095 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:03:275 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:03:466 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:03:647 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:03:824 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:008 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:194 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:371 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:553 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:735 INFO  Algoritmo:98 - Price: 7458.76 MN: 53450.0 CR: 5.0
2018-05-25 10:35:04:951 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:05:127 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:05:356 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:05:559 INFO  Algoritmo:98 - Price: 7458.76 MN: 53450.0 CR: 5.0
2018-05-25 10:35:05:735 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:022 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:211 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:399 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:580 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:768 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:06:944 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:07:126 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:07:299 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:07:487 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:07:660 INFO  Algoritmo:98 - Price: 7455.57 MN: 53450.0 CR: 5.0
2018-05-25 10:35:07:846 INFO  Algoritmo:98 - Price: 7455.57 MN: 53450.0 CR: 5.0
2018-05-25 10:35:08:024 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:08:199 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:08:374 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:08:553 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:08:730 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:09:184 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:09:620 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:09:812 INFO  Algoritmo:98 - Price: 7455.57 MN: 53450.0 CR: 5.0
2018-05-25 10:35:10:247 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:10:427 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:10:599 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:11:034 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:11:468 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:11:653 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:11:826 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:11:999 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:12:173 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:12:632 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:12:804 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:12:983 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:13:157 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:13:592 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:13:775 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:13:953 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:14:127 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:14:307 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:14:480 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:14:660 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:14:842 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:15:015 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:15:455 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:15:636 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:079 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:254 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:433 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:614 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:786 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:16:959 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:17:141 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:17:329 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:17:544 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:17:723 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:17:900 INFO  Algoritmo:98 - Price: 7457.35 MN: 53450.0 CR: 5.0
2018-05-25 10:35:18:083 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:18:262 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
